Page ,Footnote
 748 ,"13  There is little doubt that pent-up consumer demand for additional banks would sooner or later induce efforts to organize new There is little doubt that pent-up consumer demand for additional banks would sooner or later induce efforts to organize new  ones. More questionable, however, is whether regulatory authorities would respond promptly to permit new entry. In general,  regulatory policy has been thought to retard formation of new banking institutions. See Peltzman, Entry in Commercial Banking,  8 J. Law & Econ. 11 (1965). "
 749 ,"14  The record demonstrates that such a chain of events is possible. Citizens & Southern Bank of Stone Mountain, organized in The record demonstrates that such a chain of events is possible. Citizens & Southern Bank of Stone Mountain, organized in  1957 with C&S assistance, functioned as a correspondent associate from 1959 until 1970. At that time it declined an offer of  acquisition by C&S and became independent of the C&S system. Appellees have argued that Stone Mountain represents a  unique case because a majority of voting stock remained in the hands of a single family not intimately tied to the C&S system.  This contention is not wholly supported by the record, since in his trial testimony Mr. Mills Lane, President of C&S from 1946 to  1970, referred to three other banks having a similar structure of ownership. (2 App. 378-379, referring to Pelham, Fayetteville,  Hogansville). The example of Stone Mountain does, in any event, demonstrate that sponsorship can occur under conditions  ultimately leading to independence of the sponsored institution."
 750 ,"15  The District Court made no finding as to the relevant geographic market, accepting the Government's contentions The District Court made no finding as to the relevant geographic market, accepting the Government's contentions  arguendo  in  deciding the case. The Court apparently does the same. A report prepared by the Government's expert witness concluded that  while the Atlanta Standard Metropolitan Statistical Area was too large to be considered an integral geographic market, the  constituent counties of DeKalb and Fulton were ""reasonable geographic areas within which it is appropriate to analyze the  competitive effects of the proposed mergers."" 4 App. E-83. This is an approximation, of course, since the same report revealed  that a number of DeKalb residents use Fulton County banks, thus suggesting that in certain respects DeKalb and Fulton County  banks compete for the same business. Accordingly, it appears that defining the geographic market to include both DeKalb and  Fulton Counties would be justified under our cases. See  United States v. Phillipsburg National Bank & Trust Co., 399 U.S. 350  (1970) ;  United States v. Philadelphia National Bank, 374 U.S. 321 (1963) . "
 750 ,"16  Three of the 5-percent banks - Sandy Springs, Chamblee, and Tucker -- had deposits exceeding $15 million as of January 1, Three of the 5-percent banks - Sandy Springs, Chamblee, and Tucker -- had deposits exceeding $15 million as of January 1,  1970. North Fulton, Park National, and South DeKalb were smaller and more recently organized, but all have experienced "
 751 ,"17  See n. 16, See n. 16,  supra.  "
 751 ,"18  Officers of both C&S and the 5-percent banks testified that they had not contemplated a severance of relations, but this Officers of both C&S and the 5-percent banks testified that they had not contemplated a severance of relations, but this  testimony does not establish what would happen if the acquisitions were enjoined. Had the managements testified that they  would not consider severance under any circumstances, such declarations of an intention to eschew a course dictated by  economic self-interest would have to be viewed with skepticism. See  United States v. Falstaff Brewing Corp., 410 U.S. 526, 568- 570 (1973)  (MARSHALL, J., concurring in result). "
 752 ,"19  The record indicates that at the time C&S applied for regulatory approval of the acquisitions, its two largest competitors, First The record indicates that at the time C&S applied for regulatory approval of the acquisitions, its two largest competitors, First  National Bank of Atlanta and Trust Company of Georgia, had sought and in some cases had obtained, approval for similar  acquisitions of affiliated banks. 1 App. E-39."
 759 ,*  Sumner J. Katz filed a brief for the National Association of Regulatory Utility Commissioners as amicus curiae urging Sumner J. Katz filed a brief for the National Association of Regulatory Utility Commissioners as amicus curiae urging  affirmance.
 759 ,"+  Parts II and IV of this opinion are joined only by MR. JUSTICE BRENNAN, MR. JUSTICE WHITE, and MR. JUSTICE Parts II and IV of this opinion are joined only by MR. JUSTICE BRENNAN, MR. JUSTICE WHITE, and MR. JUSTICE  MARSHALL."
 760 ,1  392 F. Supp. 1110 (ED Mich. 1974) 392 F. Supp. 1110 (ED Mich. 1974) .
 760 ,2  513 F. 2d 630 (CA6 1975) 513 F. 2d 630 (CA6 1975) .
 760 ,"3  Petitioner's complaint asserts that respondent's light-bulb-exchange program violates Petitioner's complaint asserts that respondent's light-bulb-exchange program violates  § 2  of the Sherman Act,  15 U.S.C.  § 2 ,  and  § 3  of the Clayton Act,  15 U.S.C.  § 14 . In his brief in this Court, petitioner has also argued that the program constitutes  unlawful tying violative of  § 1  of the Sherman Act. The complaint seeks treble damages and an injunction permanently enjoining  respondent from requiring the purchase of bulbs in connection with the sale of electrical energy.  The complaint purports to be  filed on behalf of all persons similarly situated, but the record contains no indication that the plaintiff moved for a class  determination pursuant to  Fed. Rule Civ. Proc. 23 (c) ."
 760 ,"4  Respondent does not distribute fluorescent lights or high-intensity discharge lamps; if bulbs of those types were included, Respondent does not distribute fluorescent lights or high-intensity discharge lamps; if bulbs of those types were included,  respondent's share of the market would only be about 23%."
 760 ,"5  Under respondent's practice, new residential customers are provided with bulbs in ""such quantities as may be needed"" for all of Under respondent's practice, new residential customers are provided with bulbs in ""such quantities as may be needed"" for all of  their permanent fixtures; thereafter, respondent replaces residential customers' burned out light bulbs in proportion to their  estimated use of electricity for lighting.  The customer incurs no direct charge for such bulbs at the time they are furnished to  him, but normally turns in any burned-out bulbs to obtain a new supply.  "
 760 ,"6  See See  Mich. Comp. Laws §§ 460.551 ,  460.559  (1970)."
 760 ,7  Apparently many commercial customers use relatively large quantities of fluorescent lighting and therefore have less interest in Apparently many commercial customers use relatively large quantities of fluorescent lighting and therefore have less interest in  the bulb-exchange program.
 761 ,"8  Of this amount, $ 2,363,328 was paid to the three principal manufacturers of bulbs from whom respondent made its purchases; Of this amount, $ 2,363,328 was paid to the three principal manufacturers of bulbs from whom respondent made its purchases;  the other $ 471,672 represented costs incurred in the use of respondent's personnel and facilities in carrying out the program.  "
 761 ,"9  According to respondent the effect of the program is to save consumers about $3 million a year, since the bulbs they now According to respondent the effect of the program is to save consumers about $3 million a year, since the bulbs they now  receive at a cost of $ 2,835,000 would cost them about $ 6 million in the retail market."
 761 ,10  Mich. Comp. Laws § 460.6 Mich. Comp. Laws § 460.6  (1970).
 761 ,11  See Brief for Respondent 11; See Brief for Respondent 11;  Mich. Comp. Laws § 460.501  (1970).
 762 ,"12  ""The California Agricultural Prorate Act authorizes the establishment, through action of state officials, of programs for the ""The California Agricultural Prorate Act authorizes the establishment, through action of state officials, of programs for the  marketing of agricultural commodities produced in the state, so as to restrict competition among the growers and maintain prices  in the distribution of their commodities to packers.  The declared purpose of the Act is to 'conserve the agricultural wealth of the  State' and to 'prevent economic waste in the marketing of agricultural products' of the state.""  317 U.S., at 346 . "
 762 ,"13  Title 28 U.S.C.  § 2281 has been consistently read by this Court as authorizing a three-judge court only when the state statute Title 28 U.S.C.  § 2281 has been consistently read by this Court as authorizing a three-judge court only when the state statute  which is sought to be enjoined is of a general and statewide application.   Moody v. Flowers, 387 U.S. 97, 101 ."
 762 ,"14  Article I, § 8, cl. 3, of the United States Constitution Article I, § 8, cl. 3, of the United States Constitution  provides: "
 762 ,"15  The Court also asked the parties to consider whether the Agricultural Adjustment Act, as amended, or any other Act of The Court also asked the parties to consider whether the Agricultural Adjustment Act, as amended, or any other Act of  Congress, invalidated the California program.  The supplemental briefs noted that the California program had been adopted with  the collaboration of officials of the United States Department of Agriculture, and had been aided by loans from the Commodity  Credit Corporation recommended by the Secretary of Agriculture.  These facts were emphasized in portions of Mr. Chief Justice  Stone's opinion discussing the Agricultural Adjustment Act and the  Commerce Clause , see  317 U.S., at 357, 358-359, 368 , but  were not mentioned in connection with the Court's discussion of the Sherman Act."
 762 ,"16  The first order entered in the Supreme Court Journal on Monday, May 11, 1942, provided: The first order entered in the Supreme Court Journal on Monday, May 11, 1942, provided: "
 762 ,"17  The Honorable Earl Warren, later Chief Justice of the United States. The Honorable Earl Warren, later Chief Justice of the United States.  "
 763 ,"18  In the index to his supplemental brief, the California Attorney General outlined his discussion of the Sherman Act in these In the index to his supplemental brief, the California Attorney General outlined his discussion of the Sherman Act in these  words: "
 763 ,"19  At p. 59 of its brief, the Government stated: At p. 59 of its brief, the Government stated: "
 763 ,"20  At p. 63 of its brief, the Government stated: At p. 63 of its brief, the Government stated: "
 763 ,"21  ""But it is plain that the prorate program here was never intended to operate by force of individual agreement or combination.  It ""But it is plain that the prorate program here was never intended to operate by force of individual agreement or combination.  It  derived its authority and its efficacy from the legislative command of the state and was not intended to operate or become  effective without that command.  We find nothing in the language of the Sherman Act or in its history which suggests that its  purpose was to restrain a state or its officers or agents from activities directed by its legislature.  In a dual system of government  in which, under the Constitution, the states are sovereign, save only as Congress may constitutionally subtract from their  authority, an unexpressed purpose to nullify a state's control over its officers and agents is not lightly to be attributed to  Congress.  "
 764 ,"22  See n. 15, supra. See n. 15, supra."
 764 ,"23  See See  Monroe v. Pape, 365 U.S. 167, 172-187 ;  Adickes v. Kress & Co., 398 U.S. 144, 188-234  (BRENNAN, J., concurring in  part and dissenting in part).  "
 764 ,"24  In his three-page discussion of the Sherman Act issue in Parker v. Brown, Mr. Chief Justice Stone made 13 references to the In his three-page discussion of the Sherman Act issue in Parker v. Brown, Mr. Chief Justice Stone made 13 references to the  fact that state action was involved.  Each time his language was carefully chosen to apply only to official action, as opposed to  private action approved, supported, or even directed by the State.  Thus, his references were to (1) ""the legislative command of  the state,"" and (2) ""a state or its officers or agents from activities directed by its legislature,""  317 U.S., at 350 ; and to (3) ""a  state's control over its officers and agents,"" (4) ""the state as such,"" (5) ""state action or official action directed by a state,"" and (6)  ""state action,""  id., at 351 ; and to (7) ""the state command to the Commission and to the program committee,"" (8) ""state action,""  (9) ""the state which has created the machinery for establishing the prorate progam,"" (10) ""it is the state, acting through the  Commission, which adopts the program…,"" (11) ""[t]he state itself exercises its legislative authority,"" (12) ""[t]he state in adopting  and enforcing the prorate program…,"" and finally (13) ""as sovereign, imposed the restraint as an act of government…,""  id., at  352 . "
 765 ,"25  Indeed, in Parker v. Brown itself, there was significant private participation in the formulation and effectuation of the proration Indeed, in Parker v. Brown itself, there was significant private participation in the formulation and effectuation of the proration  program.  As the Court pointed out, approval of the program upon referendum by a prescribed number of producers was one of  the conditions for effectuating the program.  See ibid. "
 765 ,"26  ""It cannot be said that any State may give a corporation, created under its laws, authority to restrain interestate or international ""It cannot be said that any State may give a corporation, created under its laws, authority to restrain interestate or international  commerce against the will of the nation as lawfully expressed by Congress.""  Northern Securities Co. v. United States, 193 U.S.  197, 346 . "
 765 ,"27  In the Parker opinion itself, the Court pointed out that In the Parker opinion itself, the Court pointed out that  HN3 [ ] a State does not give immunity to those who violate the  Sherman Act ""by declaring that their action is lawful.""  317 U.S., at 351 . "
 765 ,"28  ""Respondents' arguments, at most, constitute the contention that their activities complemented the objective of the ethical ""Respondents' arguments, at most, constitute the contention that their activities complemented the objective of the ethical  codes.  In our view that is not state action for Sherman Act purposes.  It is not enough that, as the County Bar puts it,  anticompetitive conduct is 'prompted' by state action; rather, anticompetitive activities must be compelled by direction of the  State acting as a sovereign,""  Goldfarb v. Virginia State Bar, 421 U.S. 773, 791 . "
 765 ,"29  See See  Continental Co. v. Union Carbide, 370 U.S. 690 ; cf. also  Union Pacific R. Co. v. United States, 313 U.S. 450 , cited in  Parker v. Brown, supra, at 352 . "
 765 ,"30  Thus, although the private decision to enforce a statewide fair trade program was not only approved by the State, but actually Thus, although the private decision to enforce a statewide fair trade program was not only approved by the State, but actually  would have been ineffective without the statutory command to nonsigners to adhere to the prices set by the plaintiff, the rationale  of Parker v. Brown did not immunize the restraint.  Quite the contrary, in his opinion for the Court Mr. Justice Douglas cited  Parker for the proposition that private conduct was forbidden by the Sherman Act even though the State had compelled retailers  to follow a parallel price policy.  He said: ""Therefore, when a state compels retailers to follow a parallel price policy, it demands  private conduct which the Sherman Act forbids.  See  Parker v. Brown, 317 U.S. 341, 350 .""  341 U.S., at 389 ."
 765 ,"31  We recently described an analogous exercise of a public utility's power to make business decisions subject to Commission We recently described an analogous exercise of a public utility's power to make business decisions subject to Commission  approval in  Jackson v. Metropolitan Edison Co., 419 U.S. 345 : "
 766 ,"32  Nor is such a conclusion even arguably inconsistent with the underlying rationale of Parker v. Brown. For in that case Nor is such a conclusion even arguably inconsistent with the underlying rationale of Parker v. Brown. For in that case  California required every raisin producer in the State to comply with the proration program, whereas Michigan has never required  any utility to adopt a lamp-exchange program."
 766 ,"33  As MR. JUSTICE STEWART pointed out in his dissenting opinion in As MR. JUSTICE STEWART pointed out in his dissenting opinion in  Otter Tail Power Co. v. United States, 410 U.S. 366, 389 ,  the ""very reason for the regulation of private utility rates -- by state bodies and by the Commission -- is the inevitability of a  monopoly that requires price control to take the place of price competition."" "
 766 ,"34  Commenting on a possible conflict between federal regulatory policy and federal antitrust policy we have repeatedly said Commenting on a possible conflict between federal regulatory policy and federal antitrust policy we have repeatedly said  ""'[r]epeal [of the antitrust laws] is to be regarded as implied only if necessary to make the… [Act] work, and even then only to the  minimum extent necessary.'""  Id., at 391 , quoting  Silver v. New York Stock Exchange, 373 U.S. 341, 357 . "
 766 ,"35  Indeed, since our decision in Indeed, since our decision in  Otter Tail Power Co. v. United States, supra , there can be no doubt about the proposition that  HN5 [ ] the federal antitrust laws are applicable to electrical utilities.  Although there was dissent from the particular application  of the statute in that case, there was no dissent from the basic proposition that such utilities must obey the federal antitrust laws."
 767 ,"36  Respondent does not argue that state regulation provides a stronger justification for an implied exemption than federal Respondent does not argue that state regulation provides a stronger justification for an implied exemption than federal  regulation. On the contrary, respondent relies heavily on  Gordon v. New York Stock Exchange, 422 U.S. 659 , in which the Court  upheld the fixed commissions of the stock exchange as an integral part of the effective operation of the Securities Exchange Act  of 1934.  The inapplicability of that case is manifest from MR. JUSTICE STEWART'S brief concurring opinion in which he stated: "
 767 ,"37  See n. 34, supra. Recent cases make it clear that the relevant ""'aspect of the agency's jurisdiction must be sufficiently central See n. 34, supra. Recent cases make it clear that the relevant ""'aspect of the agency's jurisdiction must be sufficiently central  to the purposes of the enabling statute so that implied repeal of the antitrust laws is 'necessary to make the [regulatory scheme]  work.'"" Robinson, Recent Antitrust Developments: 1975, 31 Record of N.Y.C.B.A. 38, 57-58 (1976).  "
 768 ,"38  Of course, the absence of an exemption from the antitrust laws does not mean that those laws have been violated. Of course, the absence of an exemption from the antitrust laws does not mean that those laws have been violated."
 768 ,"39  It is this concern which has repeatedly prompted the introduction of bills which, if adopted, would make the award of treble It is this concern which has repeatedly prompted the introduction of bills which, if adopted, would make the award of treble  damages in antitrust litigation discretionary rather than mandatory.  See Report of the Attorney General's National Committee to  Study the Antitrust Laws 378-380 (1955).  See also, e.g., H.R. 978, 85th Cong., 1st Sess. (1957); H.R. 190, 87th Cong., 1st  Sess. (1961).  "
 768 ,"40  ""As a charter of freedom, the Act has a generality and adaptability comparable to that found to be desirable in constitutional ""As a charter of freedom, the Act has a generality and adaptability comparable to that found to be desirable in constitutional  provisions.  It does not go into detailed definitions which might either work injury to legitimate enterprise or through  particularization defeat its purposes by providing loopholes for escape.  The restrictions the Act imposes are not mechanical or  artificial.  Its general phrases, interpreted to attain its fundamental objects, set up the essential standard of reasonableness.   They call for vigilance in the detection and frustration of all efforts unduly to restrain the free course of interstate commerce, but  they do not seek to establish a mere delusive liberty either by making impossible the normal and fair expansion of that  commerce or the adoption of reasonable measures to protect it from injurious and destructive practices and to promote  competition upon a sound basis.""  Appalachian Coals, Inc.  v. United States, 288 U.S. 344, 359-360 ."
 769 ,"41  HN7 HN7 [ ] ""The threshold inquiry in determining if an anticompetitive activity is state action of the type the Sherman Act was not  meant to proscribe is whether the activity is required by the State acting as sovereign.  Parker v. Brown, 317 U.S., at 350-352 ;  Continental Co. v. Union Carbide, 370 U.S. 690, 706-707 (1962) .""  421 U.S., at 790 ."
 769 ,"42  Indeed, it did not even occur to the plaintiff that the state officials might have violated the Sherman Act; that question was first Indeed, it did not even occur to the plaintiff that the state officials might have violated the Sherman Act; that question was first  raised by this Court."
 769 ,"43  Actually the reference was primarily to Actually the reference was primarily to  United States v. Rock Royal Co-op., 307 U.S. 533 , and only secondarily to Parker. See  365 U.S., at 136 n. 15 ."
 769 ,"44  ""We accept, as the starting point for our consideration of the case, the same basic construction of the Sherman Act adopted by ""We accept, as the starting point for our consideration of the case, the same basic construction of the Sherman Act adopted by  the courts below -- that no violation of the Act can be predicated upon mere attempts to influence the passage or enforcement of  laws.  It has been recognized, at least since the landmark decision of this Court in  Standard Oil Co. v. United States, [221 U.S.  1,]  that the Sherman Act forbids only those trade restraints and monopolizations that are created, or attempted, by the acts of  'individuals or combinations of individuals or corporations.' Accordingly, it has been held that where a restraint upon trade or  monopolization is the result of valid governmental action, as opposed to private action, no violation of the Act can be made out.""  (Rock Royal and Parker are then cited in the footnote which is omitted.)  365 U.S., at 135-136 . "
 769 ,"45  MR. JUSTICE STEWART's analysis rests largely on the dubious assumption that if each of several steps in the MR. JUSTICE STEWART's analysis rests largely on the dubious assumption that if each of several steps in the  implementation of an anticompetitive program is lawful, the entire program must be equally lawful."
 771 ,"1  The Court expressly stated in Schwegmann: ""The fact that a state authorizes the price fixing does not, of course, give immunity The Court expressly stated in Schwegmann: ""The fact that a state authorizes the price fixing does not, of course, give immunity  to the scheme, absent approval by Congress."" And again: ""[W]hen a state compels retailers to follow a parallel price policy, it  demands private conduct which the Sherman Act forbids.""  341 U.S., at 386, 389 . "
 771 ,"2  The argument that New Jersey law exempted Northern Securities Company from the Sherman Act was thoroughly canvassed The argument that New Jersey law exempted Northern Securities Company from the Sherman Act was thoroughly canvassed  in the plurality opinion.  193 U.S., at 344-351. It was rejected for the reason ""that no State can endow any of its corporations, or  any combination of its citizens, with authority to restrain interstate or international commerce, or to disobey the national will as  manifested in legal enactments of Congress.""  Id., at 350 . "
 771 ,"3  In passing, we may cast at least a sidelong glance at a related area of federal trade regulation -- that of the patent laws. In passing, we may cast at least a sidelong glance at a related area of federal trade regulation -- that of the patent laws.   Although the federal statute is no more explicit on the point than is the Sherman Act, see  35 U.S.C.  § 100 et seq. , it clearly pre- empts state laws that purport either to expand on or to infringe the federal patent monopoly. See, e.g.,  Lear, Inc. v. Adkins, 395 "
 772 ,"4  The McCarran-Ferguson Act was passed in reaction to the holding in The McCarran-Ferguson Act was passed in reaction to the holding in  United States v. Underwriters Assn., 322 U.S. 533  (1944) , that the business of insurance is ""commerce"" within the meaning of the Sherman Act.Congress' expressed concern was  that the application of that Act would ""greatly impair or nullify the regulation of insurance by the States,"" bringing to a halt their  ""experimentation and investigation"" in the area.  The Act was vigorously endorsed by Governors and insurance commissioners  of ""almost all of the States."" The Justice Department, in opposing the McCarran-Ferguson Act, specifically argued that  Parker v.  Brown, 317 U.S. 341 (1943) , made the legislation unnecessary because it immunized the insurance business insofar as it was  regulated by the States.  Congress was not so sure: "
 774 ,"5  The approach described in the text is entirely consistent with the result reached in Parker v. Brown. Wildly fluctuating The approach described in the text is entirely consistent with the result reached in Parker v. Brown. Wildly fluctuating  agricultural prices are a prime candidate for some collective scheme that interrupts free competition in order to bring badly  needed stability; under the State's close supervision, as was the case in Parker, the scheme seems entirely reasonable.  I see  no reason to disapprove the holding of Parker, therefore, and to the extent that the plurality, by stressing the identity of the state  defendants in that case, intimates that a different result might have been reached had the raisin growers themselves been sued,  I cannot agree.  "
 774 ,"6  MR. JUSTICE STEVENS states that there may be cases in which ""the State's participation in a decision [to adopt the MR. JUSTICE STEVENS states that there may be cases in which ""the State's participation in a decision [to adopt the  challenged restraint] is so dominant that it is unfair to hold a private party responsible for his conduct in implementing it."" Ante, at  594-595.  I agree that a defense based on fairness may be available.  I would not, however, rule it out in this case, as the  Court'sopinion does.  The parties, like the court below, so far have addressed themselves only to the question whether  petitioner's suit is completely barred by Parker v. Brown and the Michigan Public Service Commission's approval of the  challenged tie-in.  I would confine our present decision to that question alone, leaving consideration of a fairness defense to the  lower courts on remand, and making only these two further observations: "
 775 ,"1  Posner, The Proper Relationship Between State Regulation and the Federal Antitrust Laws, 49 N.Y.U.L. Rev. 693, 728 (1974). Posner, The Proper Relationship Between State Regulation and the Federal Antitrust Laws, 49 N.Y.U.L. Rev. 693, 728 (1974)."
 775 ,"2  Goldfarb v. Virginia State Bar, 421 U.S. 773, 788 Goldfarb v. Virginia State Bar, 421 U.S. 773, 788 . "
 775 ,"3  The progenitor of that doctrine in this Court was The progenitor of that doctrine in this Court was  Olsen v. Smith, 195 U.S. 332 , a decision relied on by Parker to support the  proposition that when a State, acting as sovereign, imposes a restraint on commerce, that restraint does not violate the  Sherman  Act. Parker v. Brown, 317 U.S., at 352 . Olsen involved a challenge to the validity of a Texas law fixing the charges of pilots  operating in the port of Galveston and prohibiting all but duly commissioned pilots from engaging in the pilotage business.  The  Court rejected the argument that the Texas pilotage statutes were ""repugnant… to the laws of Congress forbidding combinations  in restraint of trade or commerce,""  195 U.S., at 339 : "
 775 ,"4  If If  Parker v. Brown, supra , could be circumvented by the simple expedient of suing the private party against whom the State's  ""anticompetitive"" command runs, then that holding would become an empty formalism, standing for little more than the  proposition that Porter Brown sued the wrong parties.  "
 776 ,"5  A different approach is, of course, called for in interpreting this Court's summary dispositions of appeals.  See generally A different approach is, of course, called for in interpreting this Court's summary dispositions of appeals.  See generally  Hicks  v. Miranda, 422 U.S. 332, 345 n. 14 ;  Port Authority Bondholders Protective Comm.  v. Port of New York Authority, 387  F.2d 259, 262  (CA2)."
 776 ,"6  California's argument began with a statement of the principle that the Federal Government and the States -- ""sister California's argument began with a statement of the principle that the Federal Government and the States -- ""sister  sovereignties,"" Supplemental Brief for Appellants 35 in Parker v. Brown, O.T. 1942, No. 46 -- are each ""supreme"" when  legislating ""within their respective spheres."" ""The subject of Federal power is still 'commerce,' -- not all commerce, but commerce  with foreign nations and among the several states.""  Id., at 35-37 .  Incorporating by explicit reference its preceding argument with  respect to whether the Federal Agricultural Adjustment Act of 1938 pre-empted the California statute,  id., at 38 , and proceeding  from the premise that the subject matter of the California law was intrastate commerce within the jurisdiction of the State,  California contended that ""it should never be held that Congress intends to supersede or suspend the exercise of the police  powers of the States unless its purpose to effect that result is clearly manifested."" Ibid.  California added that ""[s]uch an intent  should be even more clear and express when it serves not only to suspend the police powers, but to subject the sovereignty of  the State to the inhibition and penalties of Congressional action.""  Id., at 38-39 .  "
 777 ,"7  This distinction was properly drawn, as is apparent from decisions in the labor law context.  A State or political subdivision This distinction was properly drawn, as is apparent from decisions in the labor law context.  A State or political subdivision  thereof is not normally subject to the prohibitions of the National Labor Relations Act, 49 Stat. 449, as amended,  29 U.S.C.  §  151 et seq.   See, e.g.,  NLRB v. Natural Gas Utility Dist., 402 U.S. 600 . But it certainly does not follow that sovereign enactments  of the State may not be deemed pre-empted by the federal legislation.   San Diego Unions v. Garmon, 359 U.S. 236 ;  Garner v.  Teamsters, 346 U.S. 485 . "
 777 ,8  The Solictor General began his analysis with the following statement: The Solictor General began his analysis with the following statement:
 778 ,"9  The only exception is where the attempt to influence state regulation is a ""sham"" aimed at ""harass[ing] and deterr[ing]… The only exception is where the attempt to influence state regulation is a ""sham"" aimed at ""harass[ing] and deterr[ing]…  competitors from having 'free and unlimited access' to the agencies and courts….""  California Motor Transport Co.  v. Trucking  Unlimited, 404 U.S. 508, 515 ."
 779 ,"10  The Court's reliance on The Court's reliance on  Jackson v. Metropolitan Edison Co., 419 U.S. 345 , is misplaced.  There the Court held that a utility's  discontinuance of service to a customer for nonpayment of bills was not ""state action"" sufficient to trigger the protections of the  Due Process Clause of the Fourteenth Amendment .  The petitioner had argued that because the State Public Utility Commission  had approved that practice as a part of the respondent's general tariff, the termination was ""state action"" for  Fourteenth  Amendment  purposes.   Id., at 354 . The Court disagreed, holding as follows: ""The nature of governmental regulation of private  utilities is such that a utility may frequently be required by the state regulatory scheme to obtain approval for practices a  business regulated in less detail would be free to institute without any approval from a regulatory body.  Approval by a state  utility commission of such a request from a regulated utility, where the Commission has not put its own weight on the side of the  proposed practice by ordering it, does not transmute a practice initiated by the utility and approved by the Commission into 'state  action.' At most, the Commission's failure to overturn this practice amounted to no more than a determination that a  Pennsylvania utility was authorized to employ such a practice if it so desired.  Respondent's exercise of the choice allowed by  state law where the initiative comes from it and not from the State, does not make its action in doing so 'state action' for  purposes of the  Fourteenth Amendment .""  Id., at 357  (footnote omitted).  "
 779 ,"11  I disagree with THE CHIEF JUSTICE's conclusion that Michigan's policy is ""neutral"" with respect to whether a utility should I disagree with THE CHIEF JUSTICE's conclusion that Michigan's policy is ""neutral"" with respect to whether a utility should  have a lamp-exchange program.  See n. 26, infra. Moreover, I think it is apparent that insistence on statutory articulation of a  state ""purpose"" to regulate activities performed incident to the provision of a ""natural monopoly"" service will lead to serious  interference with state regulation. See ibid."
 779 ,"12  As the Court noted in Noerr, the scheme at issue in Parker required popular initiative. As the Court noted in Noerr, the scheme at issue in Parker required popular initiative.   365 U.S., at 137-138, n. 17 . And as it  further noted, Parker itself expressly rejected the argument that the necessity for private initiative affected the ""program's validity  under the Sherman Act….""  Id., at 137 ."
 780 ,"13  The Court seems to indicate at one point that it would be improper to ""superimpose"" antitrust liability on state regulatory The Court seems to indicate at one point that it would be improper to ""superimpose"" antitrust liability on state regulatory  schemes aimed at suppressing competition and raising prices.  See ante, at 595 (""Unquestionably there are examples of  economic regulation in which the very purpose of the government control is to avoid the consequences of unrestrained  competition.  Agricultural marketing programs, such as that involved in Parker, were of that character"").  But some state  regulation, the Court continues, aims not at suppressing competition, but rather at duplicating the effects of competition -- i.e.,  keeping prices down.  With respect to state regulation of the latter type, the state scheme will not afford an exemption to the  extent the regulated party is engaged in ""business activity in competitive areas of the economy."" Ante, at 596 (footnote omitted).  "
 781 ,"14  Slater, Antitrust and Government Action: A Formula for Narrowing Parker v. Brown, 69 Nw. U.L. Rev. 71, 84 (1974). See, e.g., Slater, Antitrust and Government Action: A Formula for Narrowing Parker v. Brown, 69 Nw. U.L. Rev. 71, 84 (1974). See, e.g.,  20 Cong. Rec. 1169 (1889) (remarks of Sen. Reagan); id., at 1458 (remarks of Sen. George); 21 Cong. Rec. 2467 (1890) "
 782 ,"15  Hospital Building Co.  v. Rex Hospital Trustees, 425 U.S. 738, 743 n. 2 Hospital Building Co.  v. Rex Hospital Trustees, 425 U.S. 738, 743 n. 2 ."
 782 ,"16  H.R. Rep. No. 1707, 51st Cong., 1st Sess., 1 (1890) (emphasis added). H.R. Rep. No. 1707, 51st Cong., 1st Sess., 1 (1890) (emphasis added)."
 782 ,17  20 Cong. Rec. 1167 (1889). 20 Cong. Rec. 1167 (1889).
 782 ,18  21 Cong. Rec. 2456 (1890) (emphasis added). 21 Cong. Rec. 2456 (1890) (emphasis added).
 782 ,"19  Id., at 2460. Id., at 2460.  "
 782 ,"20  Id., at 2456. Id., at 2456."
 783 ,"21  See See  Munn v. Illinois, 94 U.S. 113, 125  (""Under [the police] powers the government regulates the conduct of its citizens one  towards another, and the manner in which each shall use his own property, when such regulation becomes necessary for the  public good.  In their exercise it has been customary in England from time immemorial, and in this country from its first  colonization, to regulate ferries, common carriers, hackmen, bakers, millers, wharfingers, innkeepers, &c., and in so doing to fix  a maximum of charge to be made for services rendered, accommodations furnished, and articles sold.  To this day, statutes are  to be found in many of the States upon some or all these subjects; and we think it has never yet been successfully contended  that such legislation came within any of the constitutional prohibitions against interference with private property"")."
 783 ,"22  E.g., E.g.,  United States v. Frankfort Distilleries, 324 U.S. 293, 298 ;  United States v. Underwriters Assn., 322 U.S. 533, 558 ;  Atlantic  Cleaners & Dyers v. United States, 286 U.S. 427, 435 . See also  United States v. American Bldg. Maint. Industries, 422 U.S.  271, 278 ;  Gulf Oil Corp.  v. Copp Paving Co., 419 U.S. 186, 194-195 . "
 783 ,"23  See See  Hospital Building Co.  v. Rex Hospital Trustees, 425 U.S., at 743 n. 2 ;  Gulf Oil Corp.  v. Copp Paving Co., supra, at 201- 202 ;  Mandeville Island Farms v. American Crystal Sugar Co., 334 U.S. 219, 229-235 ."
 783 ,"24  Slater, supra, n. 14, at 85. Slater, supra, n. 14, at 85."
